StationID,year,S,ENS,Sy,ENSy,biomass,salinity,temperature,grain.size,lat,long
WeMu_MZB_3,2008,15,1.734468589,15,1.768133314,16.4709,NA,NA,NA,NA,NA
WeMu_MZB_3,2009,12,2.370118529,12,2.410253322,18.3974,NA,NA,NA,NA,NA
WeMu_MZB_3,2010,15,1.351909567,15,1.385863942,21.0104,NA,NA,NA,NA,NA
WeMu_MZB_3,2011,12,5.425200831,12,5.425200831,4.25789,13.2,10.6,60,53.53844611,8.55371944
WeMu_MZB_3,2012,12,2.602651516,12,2.602651516,2.7079,10.5,15.5,50,53.53844611,8.55371944
WeMu_MZB_3,2013,13,1.762293656,13,1.762293656,4.7605,14.3,19.7,60,53.53844611,8.55371944
WeMu_MZB_3,2014,7,1.376940958,7,1.376940958,6.7289,12.4,21.3,60,53.53844611,8.55371944
WeMu_MZB_3,2015,10,2.120096668,10,2.120096668,5.3052,15.05,15.5,50,53.53844611,8.55371944
WeMu_MZB_3,2016,9,1.679944809,9,1.679944809,5.8973,12.7,23,50,53.53844611,8.55371944
WeMu_MZB_3,2017,16,3.509156677,16,3.509156677,3.2682,NA,NA,50,53.53844611,8.55371944
WeMu_MZB_3,2018,16,5.275571155,16,5.275571155,7.0789,19.6,18.9,50,53.53844611,8.55371944
WeMu_MZB_3,2019,11,1.587587949,11,1.587587949,0.1572,NA,NA,NA,NA,NA
WeMu_MZB_4,1975,8,3.393863886,8,5.507098712,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1976,9,2.039341797,9,3.045413058,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1979,13,5.12399541,13,5.347656858,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1980,12,2.467670961,12,4.051493039,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1982,6,4.000355649,6,4.478205521,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1983,4,2.561750793,4,2.561750793,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1984,7,3.881658084,7,3.881658084,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1985,7,4.437017313,7,3.520066586,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1986,6,3.182276037,6,2.864325779,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1987,4,1.046289257,4,1.093035051,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1988,5,1.646162616,5,1.646162616,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1989,5,2.20890043,5,2.322645314,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1990,4,1.296118836,4,1.311788834,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1991,7,1.88407298,7,1.88407298,0,NA,NA,NA,NA,NA
WeMu_MZB_4,1992,5,4.27908272,5,4.27908272,0.614,NA,NA,NA,NA,NA
WeMu_MZB_4,1993,12,4.034558977,12,4.854010586,14.159,NA,NA,NA,NA,NA
WeMu_MZB_4,1994,2,1.090487585,2,1.179868327,5.895,NA,NA,NA,NA,NA
WeMu_MZB_4,1995,4,1.278505208,4,1.563875936,5.211,NA,NA,NA,NA,NA
WeMu_MZB_4,1996,8,4.81679904,8,4.264562048,1.4828,NA,NA,NA,NA,NA
WeMu_MZB_4,1997,7,2.540599067,7,3.051465822,7.2189,NA,NA,NA,NA,NA
WeMu_MZB_4,2003,16,3.191611595,16,3.684246507,15.6836,NA,NA,NA,NA,NA
WeMu_MZB_4,2004,14,2.022473739,14,2.64561452,8.8712,NA,NA,NA,NA,NA
WeMu_MZB_4,2005,8,3.929063533,8,3.929063533,4.694,NA,NA,NA,NA,NA
WeMu_MZB_5,1975,7,2.060491379,7,2.068141096,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1976,10,2.862858835,10,2.97127294,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1979,10,2.206664758,10,3.445169978,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1980,8,3.202701878,8,3.651492521,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1982,6,2.365938276,6,2.647382832,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1983,4,2.524868046,4,2.665479776,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1984,4,1.692811991,4,1.692811991,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1985,3,1.494332297,3,1.494332297,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1986,4,1.33673629,4,1.33673629,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1987,4,1.390804993,4,1.486455995,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1988,7,2.067563011,7,2.17518227,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1989,3,2.004926706,3,2.022603176,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1990,7,3.531304501,7,3.602004663,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1991,6,3.479159687,6,3.479159687,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1992,10,2.479721577,10,2.862074966,0,NA,NA,NA,NA,NA
WeMu_MZB_5,1993,8,4.698872431,8,5.004400422,0.991,NA,NA,NA,NA,NA
WeMu_MZB_5,1994,8,3.01771807,8,4.279739721,0.07,NA,NA,NA,NA,NA
WeMu_MZB_5,1995,6,2.397191651,6,2.624212161,0.053,NA,NA,NA,NA,NA
WeMu_MZB_5,1996,9,4.856258722,9,4.927946577,3.1053,NA,NA,NA,NA,NA
WeMu_MZB_5,1997,5,2.003578723,5,2.010030764,1.7716,NA,NA,NA,NA,NA
WeMu_MZB_5,2001,5,2.145221613,5,2.145221613,1.0527,NA,NA,NA,NA,NA
WeMu_MZB_5,2002,5,1.909905906,5,1.909905906,0,NA,NA,NA,NA,NA
WeMu_MZB_5,2003,9,3.481083411,9,3.949100374,6.2483,NA,NA,NA,NA,NA
WeMu_MZB_5,2004,8,2.977287953,8,3.099581817,1.4035,NA,NA,NA,NA,NA
WeMu_MZB_5,2005,5,2.783783852,5,2.783783852,1.998,NA,NA,NA,NA,NA
WeMu_MZB_5,2006,8,1.753054162,8,1.953513219,1.9792,NA,NA,NA,NA,NA
WeMu_MZB_5,2007,8,3.252545238,8,2.978447278,1.9487,NA,NA,NA,NA,NA
WeMu_MZB_5,2008,8,2.167798386,8,2.231787971,6.266,NA,NA,NA,NA,NA
WeMu_MZB_5,2009,7,2.263754546,7,2.299121707,6.0501,NA,NA,NA,NA,NA
WeMu_MZB_5,2010,8,3.308854495,8,3.643584429,8.5238,NA,NA,NA,NA,NA
WeMu_MZB_5,2011,5,2.117829278,5,2.014707736,2.81579,NA,11,50,53.50894972,8.55705806
WeMu_MZB_5,2012,5,2.10926961,5,2.10926961,12.3711,NA,16.5,50,53.50894972,8.55705806
WeMu_MZB_6,1975,6,2.523801616,6,2.543888794,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1976,10,2.060971701,10,2.335469249,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1979,11,2.435629924,11,3.56291552,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1980,7,2.350217958,7,2.612957921,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1982,6,2.106731653,6,2.117525647,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1983,4,2.794036166,4,2.655258921,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1984,4,1.65896275,4,1.697902373,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1985,2,1.695581824,2,1.695581824,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1986,4,1.470834286,4,1.508362619,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1987,4,2.559231562,4,2.767192934,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1988,7,1.707002028,7,2.005032083,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1989,9,2.025580758,9,2.580609155,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1990,10,2.264775615,10,2.702327098,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1991,6,3.616957596,6,3.616957596,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1992,9,2.627923864,9,3.089758252,0.114,NA,NA,NA,NA,NA
WeMu_MZB_6,1993,9,2.284009397,9,3.394858258,0.439,NA,NA,NA,NA,NA
WeMu_MZB_6,1994,7,2.469513611,7,2.836051664,0,NA,NA,NA,NA,NA
WeMu_MZB_6,1995,5,2.67544185,5,2.921127431,0.088,NA,NA,NA,NA,NA
WeMu_MZB_6,1996,9,2.612443458,9,2.998963419,5.1312,NA,NA,NA,NA,NA
WeMu_MZB_6,1997,7,2.917091218,7,2.983392954,7.9993,NA,NA,NA,NA,NA
WeMu_MZB_6,1998,8,1.971367897,8,1.97444096,1.0996,NA,NA,NA,NA,NA
WeMu_MZB_6,2001,5,2.014785292,5,2.014785292,1.8157,NA,NA,NA,NA,NA
WeMu_MZB_6,2002,7,3.079586699,7,3.105292683,16.9221,NA,NA,NA,NA,NA
WeMu_MZB_6,2003,9,2.351332767,9,2.728280259,1.2309,NA,NA,NA,NA,NA
WeMu_MZB_6,2004,8,3.146549275,8,3.317128218,2.3042,NA,NA,NA,NA,NA
WeMu_MZB_6,2005,5,2.312614475,5,2.312614475,1.098,NA,NA,NA,NA,NA
WeMu_MZB_6,2006,9,2.888014786,9,2.990476735,2.7338,NA,NA,NA,NA,NA
WeMu_MZB_6,2007,8,3.332883682,8,3.455448306,2.9458,NA,NA,NA,NA,NA
WeMu_MZB_6,2008,8,1.795490531,8,1.835075232,6.2396,NA,NA,NA,NA,NA
WeMu_MZB_6,2009,7,1.920267268,7,1.938068784,8.079,NA,NA,NA,NA,NA
WeMu_MZB_6,2010,8,1.787769065,8,1.803016395,9.1973,NA,NA,NA,NA,NA
WeMu_MZB_7,1975,7,2.808976368,7,3.463383436,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1976,8,2.493197184,8,2.685202592,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1979,10,1.684976461,10,2.709982975,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1980,6,1.799293961,6,1.996513873,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1982,7,3.048789969,7,3.79198453,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1983,3,2.136582865,3,2.136582865,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1984,6,1.638973447,6,1.826728105,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1985,2,1.359119604,2,1.359119604,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1986,4,2.200439225,4,2.504261021,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1987,2,2,2,2,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1988,6,1.907471718,6,2.802665894,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1989,8,1.838073653,8,2.447111846,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1990,7,2.892309991,7,3.145825974,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1991,9,3.271378761,9,3.271378761,0,NA,NA,NA,NA,NA
WeMu_MZB_7,1992,7,2.440302979,7,2.824222155,3.587,NA,NA,NA,NA,NA
WeMu_MZB_7,1993,9,3.49040418,9,3.290078058,2.026,NA,NA,NA,NA,NA
WeMu_MZB_7,1994,7,2.392850626,7,2.607383125,0.36,NA,NA,NA,NA,NA
WeMu_MZB_7,1995,5,2.080459086,5,1.574010736,2.254,NA,NA,NA,NA,NA
WeMu_MZB_7,1996,12,3.331453771,12,2.678973768,4.7367,NA,NA,NA,NA,NA
WeMu_MZB_7,1997,8,3.147336953,8,3.147336953,3.7452,NA,NA,NA,NA,NA
WeMu_MZB_7,2002,4,1.968374512,4,1.968374512,0.6842,NA,NA,NA,NA,NA
WeMu_MZB_7,2003,9,2.248334129,9,2.601214047,0.5994,NA,NA,NA,NA,NA
WeMu_MZB_7,2004,8,3.901655313,8,3.483004458,3.7426,NA,NA,NA,NA,NA
WeMu_MZB_7,2005,8,1.987136751,8,1.987136751,2.936,NA,NA,NA,NA,NA
WuKu_MZB_6,2007,16,1.228590322,16,1.228590322,4.4753,NA,NA,70,53.80332333,8.52766389
WuKu_MZB_6,2008,17,2.098385508,17,2.098385508,2.5242,NA,8,60,53.80332333,8.52766389
WuKu_MZB_6,2009,14,1.423337503,14,1.423337503,8.6283,NA,10.3,60,53.80332333,8.52766389
WuKu_MZB_6,2010,17,6.328063707,17,6.328063707,20.774,NA,11,70,53.80332333,8.52766389
WuKu_MZB_6,2011,12,5.897639511,12,5.897639511,8.9697,NA,10.6,70,53.80332333,8.52766389
WuKu_MZB_6,2012,17,5.560626818,17,5.560626818,12.357,NA,12,60,53.80332333,8.52766389
WuKu_MZB_6,2013,14,5.730894173,14,5.730894173,5.7746,NA,NA,70,53.80332333,8.52766389
WuKu_MZB_6,2014,13,2.141098607,13,2.141098607,8.1346,NA,21.8,60,53.80332333,8.52766389
WuKu_MZB_6,2015,15,3.827432217,15,3.827432217,10.0679,NA,15,60,53.80332333,8.52766389
WuKu_MZB_6,2016,21,4.697784192,21,4.697784192,0.92986,NA,22.1,60,53.80332333,8.52766389
WuKu_MZB_6,2017,15,3.368359969,15,3.368359969,13.6968,NA,18.3,80,53.80332333,8.52766389
WuKu_MZB_6,2018,12,4.831821962,12,4.831821962,107.057,NA,15.4,80,53.80332333,8.52766389
WuKu_MZB_6,2019,14,5.224785165,14,5.075853063,3.4829,NA,NA,NA,NA,NA
1,2005,20,2.399807308,20,2.420444857,23.322,28.11416667,11.71333333,98.6,52.89688,4.86301
1,2006,20,2.834893196,20,2.861083652,26.3574,28.7025,11.765,99.7,52.89688,4.86301
1,2007,18,2.587273472,18,2.590746604,21.8892,27.54703823,12.24416667,99.5,52.89688,4.86301
1,2008,19,2.045367996,19,2.049251245,13.6174,29.04916667,11.47083333,98.0,52.89688,4.86301
1,2009,19,2.705025392,19,2.740159082,16.7713,29.17363163,11.50166667,102.1,52.89688,4.86301
1,2010,20,3.705597077,20,3.740820727,21.1164,27.63682535,10.63166667,NA,52.89688,4.86301
1,2011,18,2.151831441,18,2.184619193,20.9146,28.7375,11.44,100.0,52.89688,4.86301
1,2012,19,1.878726985,19,1.885900181,21.9619,26.61833333,11.17833333,102.6,52.89688,4.86301
1,2013,17,3.269639244,17,3.342887562,17.7174,27.71,10.62583333,NA,52.89688,4.86301
1,2014,22,2.984972607,22,3.028412341,22.4959,28.37181818,12.72833333,NA,52.89688,4.86301
1,2015,22,3.119951711,22,3.151131156,21.6365,28.03454545,11.61166667,104.9,52.89688,4.86301
1,2016,25,3.046208755,25,3.106682092,23.5441,27.76083333,12.27583333,NA,52.89688,4.86301
1,2017,25,2.86811344,25,2.888634429,20.1944,28.99666667,11.81166667,97.1,52.89688,4.86301
1,2018,23,2.977726757,23,2.994037455,13.0979,29.34166667,11.88,96.4,52.89688,4.86301
1,2019,19,2.266927119,19,2.271692898,17.4246,29.2075,12.00166667,101.3,52.89688,4.86301
10,2005,37,3.5613347,37,4.235514064,333.1692,28.11416667,11.71333333,170.5,52.94121,4.90553
10,2006,30,5.023821174,30,5.548436838,361.2689,28.7025,11.765,166.2,52.94121,4.90553
10,2007,36,4.687002933,36,6.705996782,251.4971,27.54703823,12.24416667,167.8,52.94121,4.90553
10,2008,35,1.447071809,35,1.561856482,178.0703,29.04916667,11.47083333,171.5,52.94121,4.90553
10,2009,41,1.189781505,41,1.123889983,219.5515,29.17363163,11.50166667,169.2,52.94121,4.90553
10,2010,42,1.244921603,42,1.198754702,194.706,27.63682535,10.63166667,166.9,52.94121,4.90553
10,2011,43,1.159661545,43,1.202633442,220.3667,28.7375,11.44,NA,52.94121,4.90553
10,2012,46,1.16167688,46,1.175524072,224.0024,26.61833333,11.17833333,173.9,52.94121,4.90553
10,2013,41,2.246585166,41,2.305609671,220.6932,27.71,10.62583333,NA,52.94121,4.90553
10,2014,43,3.479961708,43,3.380975077,218.5056,28.37181818,12.72833333,NA,52.94121,4.90553
10,2015,46,1.41564118,46,1.490676085,380.9091,28.03454545,11.61166667,175.1,52.94121,4.90553
10,2016,46,4.685708454,46,4.465896065,421.8116,27.76083333,12.27583333,NA,52.94121,4.90553
10,2017,42,8.765288845,42,11.91168934,417.7082,28.99666667,11.81166667,173.0,52.94121,4.90553
10,2018,35,1.212116328,35,1.066874939,438.6668,29.34166667,11.88,171.0,52.94121,4.90553
10,2019,34,4.241392813,34,3.060083687,385.9847,29.2075,12.00166667,170.7,52.94121,4.90553
11,2005,25,1.728893627,25,1.38798524,224.6316,28.11416667,11.71333333,185.9,52.95618,4.91628
11,2006,25,1.142537856,25,1.150319124,166.5344,28.7025,11.765,177.2,52.95618,4.91628
11,2007,24,2.417993209,24,2.506371815,115.9239,27.54703823,12.24416667,184.0,52.95618,4.91628
11,2008,25,1.659767655,25,1.349420786,70.0744,29.04916667,11.47083333,186.2,52.95618,4.91628
11,2009,25,1.782449963,25,1.794364238,65.3828,29.17363163,11.50166667,184.5,52.95618,4.91628
11,2010,25,1.140563919,25,1.145067593,105.131,27.63682535,10.63166667,180.4,52.95618,4.91628
11,2011,28,1.731808206,28,1.75321406,85.9691,28.7375,11.44,NA,52.95618,4.91628
11,2012,26,1.353205404,26,1.359705509,111.4936,26.61833333,11.17833333,189.4,52.95618,4.91628
11,2013,27,1.358233445,27,1.365933141,145.2164,27.71,10.62583333,NA,52.95618,4.91628
11,2014,28,5.500990449,28,5.675001594,118.5057,28.37181818,12.72833333,NA,52.95618,4.91628
11,2015,24,6.459146215,24,6.555816375,177.2169,28.03454545,11.61166667,192.9,52.95618,4.91628
11,2016,26,7.39227261,26,7.488243772,131.3271,27.76083333,12.27583333,NA,52.95618,4.91628
11,2017,23,6.228645641,23,6.44461674,115.7349,28.99666667,11.81166667,189.1,52.95618,4.91628
11,2018,23,3.226165846,23,2.061969309,91.9642,29.34166667,11.88,186.4,52.95618,4.91628
11,2019,27,4.492480342,27,4.561590612,74.6715,29.2075,12.00166667,187.4,52.95618,4.91628
12,2005,28,5.66811103,28,5.908820481,135.7934,28.11416667,11.71333333,262.4,52.97590,4.90458
12,2006,28,1.208399509,28,1.235887146,345.425,28.7025,11.765,250.5,52.97590,4.90458
12,2007,24,8.424804999,24,8.572605166,144.5953,27.54703823,12.24416667,232.8,52.97590,4.90458
12,2008,35,2.429663303,35,2.87837322,137.0367,29.04916667,11.47083333,259.7,52.97590,4.90458
12,2009,31,2.740527437,31,2.901843039,198.9828,29.17363163,11.50166667,239.4,52.97590,4.90458
12,2010,36,8.750482493,36,9.831673927,200.4708,27.63682535,10.63166667,235.1,52.97590,4.90458
12,2011,34,1.235900916,34,1.257519834,114.4249,28.7375,11.44,NA,52.97590,4.90458
12,2012,29,6.678195965,29,8.331452316,20.8974,26.61833333,11.17833333,238.0,52.97590,4.90458
12,2013,30,1.541263043,30,1.337922212,34.9775,27.71,10.62583333,NA,52.97590,4.90458
12,2014,29,2.30741418,29,2.353737064,54.377,28.37181818,12.72833333,NA,52.97590,4.90458
12,2015,26,1.043532159,26,1.045099519,124.6168,28.03454545,11.61166667,229.7,52.97590,4.90458
12,2016,32,1.162376822,32,1.277119063,213.5977,27.76083333,12.27583333,NA,52.97590,4.90458
12,2017,40,2.692376427,40,1.799875287,313.5438,28.99666667,11.81166667,219.6,52.97590,4.90458
12,2018,29,7.15860577,29,7.645447134,387.7521,29.34166667,11.88,212.8,52.97590,4.90458
12,2019,34,8.500617733,34,9.027496291,311.8789,29.2075,12.00166667,207.4,52.97590,4.90458
2,2005,23,1.404513063,23,1.549831924,67.2833,28.11416667,11.71333333,119.4,52.90413,4.84298
2,2006,23,2.010564886,23,2.10533412,49.9016,28.7025,11.765,118.3,52.90413,4.84298
2,2007,22,2.910952225,22,2.925539058,45.5199,27.54703823,12.24416667,116.9,52.90413,4.84298
2,2008,20,2.55752647,20,2.563527404,35.7838,29.04916667,11.47083333,119.2,52.90413,4.84298
2,2009,20,2.46800814,20,2.503893041,27.6787,29.17363163,11.50166667,121.5,52.90413,4.84298
2,2010,21,1.354266297,21,1.356980432,36.6598,27.63682535,10.63166667,122.4,52.90413,4.84298
2,2011,22,1.408253572,22,1.418808014,38.0857,28.7375,11.44,NA,52.90413,4.84298
2,2012,21,1.369467069,21,1.372311344,35.8714,26.61833333,11.17833333,121.3,52.90413,4.84298
2,2013,26,3.203143905,26,3.244897839,21.7317,27.71,10.62583333,NA,52.90413,4.84298
2,2014,23,2.186827555,23,2.199936471,39.3297,28.37181818,12.72833333,NA,52.90413,4.84298
2,2015,22,2.054323452,22,2.062764836,46.8631,28.03454545,11.61166667,121.4,52.90413,4.84298
2,2016,26,2.359845713,26,2.395434094,50.6928,27.76083333,12.27583333,NA,52.90413,4.84298
2,2017,26,2.619983966,26,2.6341094,41.2239,28.99666667,11.81166667,111.9,52.90413,4.84298
2,2018,26,3.019889105,26,3.03320766,36.9004,29.34166667,11.88,113.5,52.90413,4.84298
2,2019,25,2.395152635,25,2.400304887,29.681,29.2075,12.00166667,115.2,52.90413,4.84298
3,2005,25,5.058009847,25,4.899296345,62.357,28.11416667,11.71333333,142.4,52.91113,4.84957
3,2006,23,3.237899039,23,3.382977742,73.8038,28.7025,11.765,138.4,52.91113,4.84957
3,2007,29,3.460835552,29,3.769674407,61.2123,27.54703823,12.24416667,140.8,52.91113,4.84957
3,2008,18,3.65120416,18,3.716843353,36.9217,29.04916667,11.47083333,143.0,52.91113,4.84957
3,2009,24,2.617610257,24,2.651450929,23.2521,29.17363163,11.50166667,143.1,52.91113,4.84957
3,2010,23,3.586172271,23,3.681000372,29.9126,27.63682535,10.63166667,142.7,52.91113,4.84957
3,2011,20,3.152677333,20,3.26138189,29.129,28.7375,11.44,NA,52.91113,4.84957
3,2012,26,2.088388472,26,2.110554694,40.7636,26.61833333,11.17833333,143.9,52.91113,4.84957
3,2013,24,2.910813991,24,2.969409884,41.0769,27.71,10.62583333,NA,52.91113,4.84957
3,2014,24,4.534950995,24,2.9453085,47.6461,28.37181818,12.72833333,NA,52.91113,4.84957
3,2015,26,4.949563006,26,5.105378274,56.9989,28.03454545,11.61166667,148.3,52.91113,4.84957
3,2016,30,3.261188021,30,3.313472723,63.601,27.76083333,12.27583333,NA,52.91113,4.84957
3,2017,25,5.086462713,25,5.243751406,52.2506,28.99666667,11.81166667,140.2,52.91113,4.84957
3,2018,25,5.461287247,25,5.686265666,26.6748,29.34166667,11.88,137.8,52.91113,4.84957
3,2019,25,2.886096966,25,2.907439631,27.7476,29.2075,12.00166667,141.1,52.91113,4.84957
4,2005,38,6.748180166,38,5.195340772,114.8246,28.11416667,11.71333333,157.1,52.94276,4.80909
4,2006,35,5.685992569,35,5.955301293,136.2781,28.7025,11.765,152.2,52.94276,4.80909
4,2007,40,9.360997184,40,9.855069449,127.1829,27.54703823,12.24416667,155.2,52.94276,4.80909
4,2008,43,2.410072073,43,1.655112694,148.5707,29.04916667,11.47083333,156.7,52.94276,4.80909
4,2009,37,2.171165899,37,2.175792456,175.9834,29.17363163,11.50166667,156.6,52.94276,4.80909
4,2010,36,1.881790199,36,1.915207234,116.324,27.63682535,10.63166667,157.9,52.94276,4.80909
4,2011,45,1.662552552,45,1.688439192,138.2563,28.7375,11.44,NA,52.94276,4.80909
4,2012,38,2.616027599,38,2.715719362,114.9865,26.61833333,11.17833333,156.4,52.94276,4.80909
4,2013,38,8.917915041,38,8.141145025,168.3818,27.71,10.62583333,NA,52.94276,4.80909
4,2014,42,6.473419957,42,6.696114969,185.4475,28.37181818,12.72833333,NA,52.94276,4.80909
4,2015,45,4.431858691,45,4.576498856,130.6759,28.03454545,11.61166667,156.9,52.94276,4.80909
4,2016,46,8.897576642,46,9.353954905,135.359,27.76083333,12.27583333,NA,52.94276,4.80909
4,2017,48,6.520222935,48,6.609138807,136.5341,28.99666667,11.81166667,155.8,52.94276,4.80909
4,2018,42,2.847145867,42,1.89948222,106.7566,29.34166667,11.88,159.4,52.94276,4.80909
4,2019,34,4.288064438,34,2.72281902,90.7503,29.2075,12.00166667,156.7,52.94276,4.80909
5,2005,42,5.068885928,42,5.862130472,190.9111,28.11416667,11.71333333,141.0,52.93543,4.82406
5,2006,37,4.658279891,37,5.410738852,173.6124,28.7025,11.765,138.3,52.93543,4.82406
5,2007,43,9.031348599,43,9.354308296,165.1461,27.54703823,12.24416667,138.0,52.93543,4.82406
5,2008,47,5.605402279,47,5.44159077,123.2102,29.04916667,11.47083333,139.2,52.93543,4.82406
5,2009,40,2.237496909,40,2.333234126,117.2484,29.17363163,11.50166667,144.5,52.93543,4.82406
5,2010,42,2.734709173,42,3.207064748,129.7858,27.63682535,10.63166667,144.4,52.93543,4.82406
5,2011,47,1.710170995,47,1.967216033,138.1538,28.7375,11.44,NA,52.93543,4.82406
5,2012,47,2.094218985,47,2.315335667,110.2813,26.61833333,11.17833333,140.9,52.93543,4.82406
5,2013,45,7.001550546,45,7.055768041,138.7368,27.71,10.62583333,NA,52.93543,4.82406
5,2014,46,3.638536062,46,4.214737439,147.7126,28.37181818,12.72833333,NA,52.93543,4.82406
5,2015,44,6.185661742,44,6.926947642,160.6403,28.03454545,11.61166667,143.2,52.93543,4.82406
5,2016,39,3.830875224,39,4.929769139,130.3141,27.76083333,12.27583333,NA,52.93543,4.82406
5,2017,48,5.445268799,48,5.106431286,134.6042,28.99666667,11.81166667,138.8,52.93543,4.82406
5,2018,44,6.735499925,44,7.431031045,155.9995,29.34166667,11.88,136.6,52.93543,4.82406
5,2019,44,4.877904104,44,4.460273801,128.2329,29.2075,12.00166667,139.1,52.93543,4.82406
6,2005,29,3.239848454,29,3.603750302,95.2028,28.11416667,11.71333333,148.1,52.92177,4.85034
6,2006,19,2.702472697,19,2.763999337,71.9743,28.7025,11.765,146.1,52.92177,4.85034
6,2007,22,3.547126279,22,3.764104477,45.0484,27.54703823,12.24416667,146.4,52.92177,4.85034
6,2008,26,2.696474696,26,1.979543707,79.3119,29.04916667,11.47083333,149.8,52.92177,4.85034
6,2009,25,1.581687259,25,1.603272462,67.1944,29.17363163,11.50166667,151.6,52.92177,4.85034
6,2010,21,1.107127011,21,1.110331557,95.1127,27.63682535,10.63166667,150.6,52.92177,4.85034
6,2011,27,1.131805838,27,1.153497352,78.619,28.7375,11.44,NA,52.92177,4.85034
6,2012,25,1.598749082,25,1.609936279,93.1712,26.61833333,11.17833333,153.2,52.92177,4.85034
6,2013,24,4.029499194,24,4.185456638,122.938,27.71,10.62583333,NA,52.92177,4.85034
6,2014,25,2.98228397,25,3.169585226,113.4723,28.37181818,12.72833333,NA,52.92177,4.85034
6,2015,27,7.222472472,27,7.549947343,161.3787,28.03454545,11.61166667,153.7,52.92177,4.85034
6,2016,28,7.135505193,28,7.706425395,113.625,27.76083333,12.27583333,NA,52.92177,4.85034
6,2017,26,6.000580927,26,6.141258326,110.2045,28.99666667,11.81166667,154.7,52.92177,4.85034
6,2018,19,1.098759828,19,1.050349184,85.5064,29.34166667,11.88,149.8,52.92177,4.85034
6,2019,25,4.378526873,25,4.419892543,61.9914,29.2075,12.00166667,150.9,52.92177,4.85034
7,2005,21,3.686528687,21,3.96071789,137.7069,28.11416667,11.71333333,152.6,52.92621,4.89223
7,2006,18,3.287057302,18,3.33556675,161.3748,28.7025,11.765,147.8,52.92621,4.89223
7,2007,18,1.864604691,18,1.874214706,124.576,27.54703823,12.24416667,150.5,52.92621,4.89223
7,2008,22,3.027852405,22,3.417800089,92.2694,29.04916667,11.47083333,153.9,52.92621,4.89223
7,2009,24,1.94145941,24,1.948369566,81.506,29.17363163,11.50166667,149.7,52.92621,4.89223
7,2010,29,1.135484175,29,1.141735616,76.4318,27.63682535,10.63166667,152.2,52.92621,4.89223
7,2011,27,1.213002922,27,1.216936417,49.7349,28.7375,11.44,NA,52.92621,4.89223
7,2012,27,1.761876247,27,1.878709256,48.2578,26.61833333,11.17833333,158.5,52.92621,4.89223
