year,lat,long,temperature,precipitation,mzb.biomass,Accipiter gentilis,Accipiter nisus,Actitis hypoleucos,Aix galericulata,Aix sponsa,Alauda arvensis,Alca torda,Alcedo atthis,Alopochen aegyptiacus,Anas acuta,Anas clypeata,Anas crecca,Anas penelope,Anas platyrhynchos,Anas querquedula,Anas strepera,Anser albifrons,Anser anser,Anser brachyrhynchus,Anser fabalis,Anser indicus,Anser spp / Branta spp.,Anser spp.,Ardea cinerea,Arenaria interpres,Asio flammeus,Asio otus,Aythya ferina,Aythya fuligula,Aythya marila,Aythya nyroca,Botaurus stellaris,Branta bernicla,Branta bernicla nigricans,Branta canadensis,Branta leucopsis,Branta sp.,Bucephala clangula,Buteo buteo,Buteo lagopus,Calidris alba,Calidris alpina,Calidris canutus,Calidris ferruginea,Calidris maritima,Calidris minuta,Calidris spp.,Calidris temminckii,Carduelis cannabina,Carduelis carduelis,Carduelis flavirostris,Cepphus grylle,Charadrius alexandrinus,Charadrius dubius,Charadrius hiaticula,Chlidonias niger,Ciconia nigra,Circus aeruginosus,Circus cyaneus,Clangula hyemalis,Columba oenas,Columba palumbus,Corvus corone,Corvus monedula,Cuculus canorus,Cygnus columbianus,Cygnus cygnus,Cygnus olor,Delichon urbica,Egretta alba,Egretta garzetta,Eremophila alpestris,Falco columbarius,Falco peregrinus,Falco subbuteo,Falco tinnunculus,Fulica atra,Gallinago gallinago,Gallinula chloropus,Gavia arctica,Gavia stellata,Geronticus eremita,Haematopus ostralegus,Haliaeetus albicilla,Hirundo rustica,Lanius excubitor,Larus argentatus,Larus canus,Larus fuscus,Larus marinus,Larus melanocephalus,Larus minutus,Larus ridibundus,Larus sp.,Limicolae,Limosa lapponica,Limosa limosa,Lymnocryptes minimus,Melanitta fusca,Melanitta nigra,Mergus albellus,Mergus merganser,Mergus serrator,Milvus migrans,Milvus milvus,Motacilla alba,Netta rufina,Numenius arquata,Numenius phaeopus,Oenanthe deserti,Oenanthe oenanthe,Pandion haliaetus,Phalacrocorax aristotelis,Phalacrocorax carbo,Philomachus pugnax,Pica pica,Platalea leucorodia,Plectrophenax nivalis,Pluvialis apricaria,Pluvialis squatarola,Podiceps auritus,Podiceps cristatus,Podiceps grisegena,Podiceps nigricollis,Porzana porzana,Puffinus griseus,Rallus aquaticus,Recurvirostra avosetta,Riparia riparia,Rissa tridactyla,Scolopax rusticola,Somateria mollissima,Stercorarius longicaudus,Stercorarius parasiticus,Stercorarius skua,Sterna albifrons,Sterna hirundo,Sterna paradisaea,Sterna sandvicensis,Streptopelia decaocto,Sturnus vulgaris,Sula bassana,Tachybaptus ruficollis,Tadorna ferruginea,Tadorna tadorna,Tringa erythropus,Tringa glareola,Tringa nebularia,Tringa ochropus,Tringa totanus,Turdus iliacus,Turdus philomelos,Turdus pilaris,Turdus torquatus,Uria aalge,Vanellus vanellus
2007,53.56597,6.70967,10.96657534,2.598082192,4.22095,0,0,5.083333333,0,0,0,0,0,0,73.3172043,11.32692308,10.15789474,130.8380952,60.34005376,16,6.035714286,1,62.06702899,0,0,0,0,0,2.952380952,41.89333333,1,0,0,1.4,0,0,0,160.7746914,0,0,1771.880952,0,8.428571429,0,1,167.2244898,4426.752252,375.4565217,0,15.6875,0,0,0,0,0,16,0,7.2,0,59.76923077,0,0,0,1.304347826,0,0,0,0,0,0,0,0,6,0,0,0,11.16666667,1,1.1,0,0,7.785714286,4,3.089285714,0,1.333333333,0,1417.653571,0,0,0,355.8121693,122.0833333,161.6076389,10.29931973,0,14,337.8503086,0,0,218.4375,14.44736842,0,0,33.09090909,0,1,2.75,0,0,0,0,994.8203125,3.5,0,0,0,0,19.90942029,0,0,0,29.42857143,158.6,206.1086957,0,3.68,0,2,0,0,0,35.68666667,0,0,0,365.377193,0,0,0,11.875,11.33333333,18.86666667,248.7941176,0,0,0,3.5,0,195.3642473,2,0,79.66666667,2.5,167.4918699,0,0,0,0,0,46.41666667
2008,53.56597,6.70967,10.4420765,2.584699454,0.6329,0,0,1.2,0,0,0,0,0,2,112.4814815,31.66,19.25,118.0909091,54.04597701,1,7.863636364,0,99.84126984,0,0,0,0,0,3.32,36.00340136,1,0,1,1.333333333,0,0,0,160.2092199,0,0,2071.147059,0,8.363636364,0,1.666666667,98.2962963,2829.819048,897.6587302,0,11.6,0,0,0,0,0,28.5,0,2,0,17.96428571,0,0,0,1.315789474,0,0,0,0,0,0,0,0,1.5,0,0,1,5.333333333,0,1.153846154,0,0,6.384615385,1,2.138888889,0,2,0,1264.333333,0,0,0,238.325,104.5457516,68.88484848,8.38372093,0,12,316.9180791,0,0,166.8888889,15.53333333,0,0,122.2727273,0,0,1.333333333,0,0,0,0,814.7327044,0,0,0,0,0,13.21111111,0,0,11.58333333,27.55555556,192.0185185,412.3863636,0,2.6,0,0,0,0,0,24.525,0,0,0,333.2113095,0,0,0,12.2,5.625,165.1041667,167.2051282,0,0,0,2.666666667,0,136.9757576,1.25,0,40.3,1,104.7991453,0,0,0,0,0,59.171875
2009,53.56597,6.70967,10.05780822,1.976986301,0.14175,0,1,1.333333333,0,0,0,0,0,0,111.9318182,26.6,31.4,60.97619048,47.32936508,0,5.818181818,0,68.35585586,0,7,0,0,0,2.541666667,21.7027027,1,0,0,0,0,0,0,102.8333333,0,0,982.875,0,16,1.5,1.5,124.3387097,1872.76087,3495.833333,0,5.2,0,0,0,3,2,26.42857143,0,1,0,15.29411765,0,0,1.464285714,4.545454545,0,3,27.0625,13.18571429,41.32,0,0,0,2.5,4.5,0,0,3.5,0,1.5,0,2.46875,5.058823529,0,3.071428571,0,0,11,882.3902439,0,5.333333333,0,352.1590909,79.390625,95.33333333,16.08333333,0,0,392.2272727,496.6666667,1145,113.1333333,7.777777778,0,0,0,0,0,0,0,0,4.722222222,0,791.6752137,2.5,1,2.5,0,0,18.38194444,0,0,6.833333333,15.7,285.2857143,743.8717949,0,3.625,0,0,0,0,0,20.73333333,0,0,0,155.0833333,0,0,0,7.333333333,7.5,21.64583333,40.57142857,1.5,159.6428571,0,0,0,149.245614,202.25,0,24.25,0,89.52873563,46.33333333,7.333333333,77.25,0,0,65.82
2011,53.56597,6.70967,10.05123288,2.29260274,0.3015,0,0,2,0,0,0,0,0,1,67.525,22.07692308,12.75,55.34666667,30.28231293,1,9.25,1,90.75510204,0,0,0,0,0,2.285714286,20.875,1,0,45.83333333,1,0,0,0,176.300813,0,4.666666667,932.88,0,5,0,1,58.35802469,856.327381,32,0,34.83333333,0,0,0,0,0,23.25,0,5,0,39.92261905,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,2.714285714,2,1.25,0,0,0,1075.761458,1,0,0,238.5419118,104.7692308,75.32651515,15.68576389,0,0,273.0964103,0,0,205.5,11.09375,0,0,6.35,0,0,0,0,0,0,0,543.8852459,17.5,0,0,0,0,19.82291667,0,0,29.75,28.14285714,148.875,463.71875,0,2.857142857,0,0,0,0,0,17.63157895,0,1,0,212.2136364,0,0,0,20.04545455,39,7.6,22,0,0,0,0,0,175.6574074,0,0,24.4,2,76.30141844,0,0,0,0,1,38.484375
2012,53.56597,6.70967,9.786885246,2.756284153,3.64665,0,0,7.857142857,0,0,0,0,0,63.90909091,98.0625,12.96153846,0,46.17948718,21.7251462,0,14.02083333,0,83.87820513,0,2,0,0,0,1.464285714,46.13218391,1.5,0,4.25,2,0,0,0,269.9401709,0,5013.5,2514.7,0,12.36363636,0,1.125,69.99019608,1667.337398,84,2,14.5,2,0,0,0,0,0,0,1,4,22.31182796,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1.5,0,3,0,1,0,0,3.6,2,0,0,0,0,942.9972678,0,0,0,275.0195313,268.1317204,67.76900585,11.57954545,0,0,344.0833333,0,0,70.64814815,9.730769231,0,0,786.9642857,1,16,0,0,0,0,0,372.3090909,0,0,0,0,0,15.22826087,0,0,14.5,11,39.5,185.4107143,0,1.863636364,0,0,0,0,0,17.975,0,46,0,222.4625,0,0,0,14.75,20.78125,4.375,7,0,0,0,0,0,175.8616071,30,1,35.15625,4,25.13666667,0,0,0,0,1,46.94047619
2013,53.56597,6.70967,9.305205479,2.037534247,0.39795,0,0,3.807692308,0,0,0,0,0,1.833333333,148.2333333,8.105263158,25.89473684,88.4009009,36.75454545,2,5.875,1.5,84.27659574,4,2,0,0,0,1.526315789,40.69927536,1,0,8,7.75,0,0,0,132.9633333,1,1,1443.380952,0,11.72222222,0,1,81.78571429,1336.2375,274.5263158,2,9.272727273,0,0,1,0,0,0,0,6,3,53.97530864,0,0,0,1.131578947,2,0,0,0,0,0,0,2,0,0,1.4,1,6,0,1.666666667,0,0,4.235294118,5.1,2.5,2.2,1,0,1478.208333,0,0,0,222.3454106,272.8785311,116.248538,4.024390244,2,1,470.1887255,0,0,165.7222222,12.22222222,2,1.666666667,3308.441176,7,3.666666667,1,0,0,0,0,791.7251462,32,0,0,1,0,14.41319444,1.333333333,0,28.575,31.92857143,106.7,609.826087,0,4.596153846,0,1,0,1,0,18.7826087,0,201,0,278.6218905,0,0,0,19,8.026315789,3.375,85.6,0,0,6,1,0,224.4153439,108.15,5.2,29.41304348,8.666666667,34.36585366,0,0,0,0,1,35.22916667
2014,53.56597,6.70967,11.23452055,2.026027397,65.5729,0,0,3.6,0,0,0,0,1.333333333,3.75,85.68965517,5.976190476,15.525,65.02941176,33.64655172,0,3.571428571,5.75,81.88836478,0,5,1,0,1,1.842105263,37.82051282,0,0,8,10.83333333,0,0,0,156.2587719,0,4,1614.327586,0,2.833333333,0,0,114.4642857,974.1463415,964.4761905,0,4.111111111,0,0,0,0,0,0,0,27,1,68.23809524,0,0,1.2,1.3125,0,0,0,0,0,0,0,2,0,0,1.333333333,2,0,0,1.181818182,0,0,6.694444444,1.25,3.125,0,1,0,1192.715686,0,0,0,162.1144279,67.82945736,100.4791667,2.054054054,0,0,374.3063725,0,0,16.83333333,39.38461538,0,2,56.25,0,1,1.7,0,0,0,0,948.047619,4.083333333,0,0,1,0,13.13782051,9.333333333,0,19.33333333,15.15,276.2222222,344.6,0,5.854166667,0,2,0,0,1,21.97826087,2,0,1,187.7537313,0,0,0,33.375,5.45,23.26515152,100.6923077,0,0,1.5,1.388888889,0,114.4191919,9.166666667,1.666666667,20.39473684,14.5,64.15064103,0,0,0,0,1,43.15053763
2015,53.56597,6.70967,10.56739726,2.509863014,2.8701,0,0,3.6,0,0,0,0,2,2.384615385,213.2954545,14.0483871,55.69230769,116.2189542,70.14930556,2,14.59375,35.14285714,87.19651741,0,18.75,0,0,0,2.740740741,29.69333333,0,0,2,4.142857143,0,0,0,133.0611979,0,0,1911.472222,0,3.571428571,0,0,99.40789474,1359.180272,199.6666667,1.5,5.818181818,2,0,0,0,0,0,0,4.166666667,0,43.21153846,0,0,2.9,1.076923077,0,0,0,0,0,0,0,0,6,0,1.555555556,1.5,3,0,1.175,0,0,10.625,2.5,3.05,0,0,0,1339.773333,1,0,0,377.9320988,173.5074627,244.6927083,4.305084746,1,0,524.2702991,23,15,66.5625,21.85,0,0,6,0,1.25,2,0,0,0,0,881.8463203,11,0,0,1,0,15.27818627,5.333333333,0,50.77083333,34.83333333,190.1363636,204.2307692,0,8.2375,1,1,0,0,0,27.81609195,0,0,0,158.2166667,0,0,0,10.625,11.01315789,21.98717949,69.09375,0,0,0,1.75,1.5,179.9916667,13.16666667,3.8125,65.44927536,3.090909091,138.4194444,0,0,0,0,1,48.57954545
2016,53.56597,6.70967,10.37431694,2.11010929,3.015965,0,0,5,0,0,0,0,0,3.333333333,170.5,21,40.26470588,35.5,89.3591954,0,17.9375,16.5,137.2241379,0,0,0,0,0,1.545454545,36.12037037,1,0,0,2.625,0,0,0,163.5244444,0,9,3554.722222,0,9.264705882,0,1,43.64285714,1231.052632,379.4545455,0,15.16666667,0,0,0,0,0,13,0,3,1,4.194444444,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.357142857,0,0,18.5,0,1.8,0,1.333333333,0,1606.350595,0,0,0,258.9883333,75.56954023,106.1263158,6.549382716,0,0,139.2567901,400,0,96.66666667,15.85,0,0,1,0,0,1.333333333,0,0,0,0,1064.756667,3,0,0,0,0,5.619047619,0,0,19.01111111,31.75,202.8333333,34.43333333,1.5,4.078947368,0,0,0,0,0,29.02380952,0,1,1,454.8089286,0,0,0,5.5,6.642857143,31.125,81.2,0,0,0,2,0,121.9127778,2,0,9.952380952,0,68.6984127,0,0,0,0,2,85.40833333
